Temperature,Humidity,Precipitation,Soil Moisture
22.49080237694725,49.89126547733588,14.599966219799407,59
34.01428612819832,46.63296769851226,3.6902399119742313,43
29.6398788362281,34.092313000228806,6.9327938873977235,35
26.973169683940732,68.58133360811904,13.265612737156365,76
18.12037280884873,58.12993284069031,9.641786890489598,64
18.119890406724053,89.25607938592029,14.771420772697876,100
16.161672243363988,22.56876643856466,19.224158024457193,38
32.3235229154987,71.5094342044101,2.33093375430395,67
27.022300234864176,81.0359102809249,14.191354327961218,89
29.16145155592091,80.75892553506456,4.60688311264229,79
15.411689885916049,90.88591736764201,8.289534548151385,96
34.39819704323989,78.32269942635952,0.6572545159027965,72
31.648852816008436,94.2248049318157,2.718147645853979,90
19.246782213565524,46.61252798567132,6.395545780977994,49
18.636499344142013,60.256753340123446,6.839716105759699,63
18.668090197068675,21.126373062631252,17.991704329241916,35
21.084844859190753,20.556606984263297,14.836258185330301,31
25.495128632644757,39.21012963612159,19.44365936374082,53
23.638900372842315,28.06457577112682,11.981430206704811,35
20.824582803960837,40.81690943486029,4.83427464182636,41
27.237057894447588,34.163463562271794,6.553100598432858,35
17.789877213040835,22.28160198709186,6.396718465839342,25
20.842892970704362,92.74433171248396,6.529886553265031,95
22.327236865873836,20.65785051111132,13.459283462236314,29
24.12139968434072,78.88657154696683,10.616158561808325,84
30.703519227860273,32.171830953561326,7.708483561732886,33
18.993475643167194,92.978369759968,2.981795374574332,92
25.284688768272233,91.42367516719086,0.44278325884291814,86
26.848291377240848,72.3120917095406,4.376693551753852,71
15.929008254399955,73.77873198404842,2.1494280793736253,72
27.150897038028766,20.427131357575085,15.708900617044787,30
18.41048247374583,98.78972528908817,2.2499591562777077,97
16.30103185970559,90.22660828606516,14.484564746136723,101
33.977710745066666,91.60849805840736,7.713173795521653,92
34.31264066149119,72.73956296406976,1.4675677948755195,67
31.16794696232922,47.58295429236292,16.254600988631715,57
21.092275383467413,91.49189192723847,11.592611404732267,98
16.95344228012768,43.32135425209539,4.715230257271461,44
28.684660530243136,65.01692346737623,17.893623486653357,77
23.803049874792027,27.97847778751059,0.9051662774110292,24
17.440764696895577,93.75645041062002,4.036392163955258,94
24.903538202225405,31.261636621697065,15.04093855611722,41
15.687770422304368,37.99174445843258,14.187558606197783,49
33.186408041575646,64.6507326502572,5.785433874489561,63
20.17559963200034,81.12744001703852,1.2404975070556623,78
28.25044568707964,69.54810447490391,17.161561444498876,81
21.23422152178822,38.57071302401249,6.273952761398052,40
25.401360423556216,20.075443402199227,3.9142682985653043,18
25.934205586865595,80.57204642459513,10.321236447219542,85
18.69708911051054,98.8165860728875,18.204543985648947,113
34.39169255529117,84.79304962448724,0.8709315568675069,78
30.50265646722229,56.816529452529224,15.316081760617754,66
33.78997883128378,92.30138091192853,11.449464558774178,96
32.89654700855297,52.787813849468,8.50898233103634,54
26.957999576221702,61.9947267394774,14.881608882101201,71
33.437484700462335,58.17038139165466,19.316488488832647,70
16.76985004103839,55.809909813241994,4.58412422325382,57
18.919657248382904,82.01526154351245,2.8729473014423923,81
15.90454577821076,62.14151258155936,18.25763490445394,77
21.506606615265287,45.33736976201729,13.379061549146074,54
22.77354579378964,40.65265341267826,8.75972043123932,44
20.426980635477918,23.01978535739467,11.465191405285662,30
31.57475018303859,66.65561295064367,14.91227810352488,75
22.135066533871786,38.39691323208274,15.460637974114345,49
20.618690193747614,31.850713761310647,18.397883616379293,46
25.853921663164968,72.3063971062142,8.536855777912454,75
17.818484499495252,74.4967406257239,5.868218200387901,76
31.043939615080795,80.17239138061328,12.793285335796838,86
16.491012873595416,60.28615170708732,8.314557985590607,65
34.73773873201034,91.52436841631092,11.891969078979558,96
30.444895385933147,94.90742027185823,8.399715969119004,97
18.974313630683447,84.58967518339915,3.0599157335634897,83
15.110442342472048,70.84747856065498,9.388535033179169,77
31.309228569096682,44.29767628729509,13.818356438820656,51
29.137146876952343,98.6355937296177,15.985676153352998,108
29.580143360819747,41.93089337535507,9.866525535930936,45
30.425406933718914,36.21255375923448,3.3047578042080183,33
16.480893034681806,55.37232910292662,8.293754192988631,60
22.169314570885454,24.547245656991077,15.725878576833965,35
17.317381190502594,98.27955717374326,8.257185412341457,103
32.26206851751187,67.07468451331398,13.930615872084447,74
27.46596253655116,64.55616733313403,10.144273633561795,69
21.617960497052984,72.46370239197759,4.824462502187934,72
16.27116700572047,59.76189182217653,15.923010160461486,72
21.219646434313244,22.565081367563327,1.6842690814137407,20
21.503666440534943,68.98490310723174,10.497805655103011,75
29.59212356676128,77.29391015651444,4.177820684868099,75
27.751149427104263,53.33992484992425,1.341312570827513,49
32.744254851526534,80.58364576569544,10.058678741664977,84
24.444298503238986,38.16010394707365,9.991243118698472,43
17.391884918766035,37.70212728529472,14.138018033514417,48
29.2648957444599,32.913359015005916,14.895013861038098,41
30.21570097233795,49.75958078313295,14.555829773857935,58
26.225543951389923,87.76096283112668,8.1911746583351,90
30.41934359909122,86.23296497192514,12.633795744531252,92
24.875911927287817,50.6259366370803,11.538904852879206,57
25.45465658763988,67.12949887841893,8.431235122338393,70
23.550820367170992,77.66530531799324,11.944253883719863,84
15.508382534881903,39.29654197024184,18.94495753412525,55
17.157828539866088,33.45128687157977,3.857874873627547,33
15.628583713734685,97.76767945698488,18.115441915710527,112
27.72820822527561,69.40458505676948,1.0691102796639673,64
21.287119621526536,98.51325774669311,6.167784258033214,100
25.171413823294056,47.020478970578324,5.762904972230565,47
33.15132947852186,76.24253599793052,12.527302157618115,82
19.9858445829775,37.80829092329902,2.6244990355458064,36
23.207658460712594,40.896013701913034,17.646952236795073,53
30.111022770860973,60.952169701569915,16.571028169300824,71
19.57596330983245,45.5694500406457,13.041316393705555,54
16.53959819657586,33.40972510724676,9.168276635843956,39
20.79502905827536,41.030456159146084,18.659120842841567,55
18.22442574508009,22.859871557269173,16.61493109441112,35
33.59395304685146,76.35388971819893,9.986302961624897,79
31.16240759128834,59.36933256686893,14.037467089086224,67
27.66807513020847,27.539445312362048,11.33859904359369,33
32.429211803754356,33.7355194502793,11.758844767765291,39
31.07344153798229,28.202763049011523,6.619521388749425,28
18.731401177720716,69.00742466207012,9.241692092497935,74
32.85117996979956,27.536829088999504,1.5624286157948841,22
25.786844838313016,80.34258664281728,7.14697383329185,82
31.14880310328125,21.640873545631294,13.916570307243038,29
32.92182599846986,39.95006303967137,19.064320610123726,52
21.360069499437277,91.25333407135257,19.261282255260404,106
17.201038490553536,77.48250544977968,11.114457382497832,85
19.558703250838832,25.83746663405502,12.13244503619164,34
23.542155772525128,85.69008835881438,3.71442371001935,84
